Title,Summary,Category,Link
"Centre suspends over 4,000 fertiliser distributor licences on hoarding charges","The Union Department of Fertilisers has cancelled or suspended 4,298 licences and the registration of fertiliser distributers for black marketing, hoarding, and diversion of stocks. The Ministry had e...",NATIONAL,https://www.thehindu.com/news/national/centre-suspends-over-4000-fertiliser-distributor-licences-on-hoarding-charges/article70276354.ece
"RSS hired Pakistan-linked lobbying firm for work in U.S., says Congress","The Congress on Thursday (November 13, 2025) accused the Rashtriya Swayamsevak Sangh (RSS) of hiring “one of Pakistan’s official lobbying arms” to advance its interests in the United States, alleging ...",NATIONAL,https://www.thehindu.com/news/national/rss-hired-pakistan-linked-lobbying-firm-for-work-in-us-says-congress/article70276123.ece
Indian agencies monitoring Pakistan’s tech transfer deal with European drone maker,Indian agencies are monitoring a Transfer of Technology (ToT) agreement between a Europe-based drone manufacturer and Pakistan....,NATIONAL,https://www.thehindu.com/news/national/indian-agencies-monitoring-pakistans-tech-transfer-deal-with-european-drone-maker/article70276261.ece
ED attaches assets worth ₹61.2 crore belonging to Baghel’s son,"The Directorate of Enforcement (ED) on Thursday (November 13, 2025) said that it has provisionally attached assets worth ₹61.2 crore belonging to Chaitanya Baghel – the son of former Chhattisgarh Chie...",NATIONAL,https://www.thehindu.com/news/national/ed-attaches-assets-worth-612-crore-belonging-to-baghels-son/article70275418.ece
"NC, PDP slam notice seeking registration of Kashmiris","The ruling National Conference (NC) and the Opposition Peoples Democratic Party (PDP) in Jammu & Kashmir on Thursday (November 13, 2025) reacted sharply to a notice issued by the Gurugram police to ho...",NATIONAL,https://www.thehindu.com/news/national/nc-pdp-react-sharply-to-notice-asking-housing-societies-to-register-kashmiris-foreigners-with-gurugram-police/article70275958.ece
Red Fort blast and an inter-State terror module: What we know,"A Faridabad university, the recovery of 2,900 kg of explosives and, a few hours later, apowerful car blast near the Red Fort killing 13 people. In the three days sinceNovember 10, eight people have be...",NATIONAL,https://www.thehindu.com/news/national/red-fort-blast-and-an-interstate-terror-module-what-we-know/article70276165.ece
Congress asks government if post-Pahalgam ‘act of war’ doctrine remains,"Demanding an all-party meeting chaired by Prime MinisterNarendra Modiover the Delhi blast, the Congress on Thursday  (November 13, 2025) asked the government whether the “new normal doctrine” of treat...",NATIONAL,https://www.thehindu.com/news/national/delhi-blast-congress-demands-all-party-meeting-advancing-parliaments-winter-session/article70275724.ece
"CISCE board exam for class 10 from Feb 17, class 12 from Feb 12","The CISCE board exams for class 10 will begin from February 17 and those for class 12 from February 12, officials said on Thursday (November 13, 2025)....",NATIONAL,https://www.thehindu.com/news/national/cisce-board-exam-for-class-10-from-feb-17-class-12-from-feb-12/article70275184.ece
Al-Falah University website taken down after NAAC notice,"The website of the Al-Falah University in Faridabad was taken down on Thursday (November 13, 2025) after a show-cause notice was issued to the institution by the National Assessment and Accreditation ...",NATIONAL,https://www.thehindu.com/news/national/al-falah-university-under-scanner-for-delhi-red-fort-blast-gets-show-cause-from-naac-over-false-accreditation-claim/article70275034.ece
"SIR 2.0: All about enumeration form, draft roll, appeal against exclusion","The Election Commission on Tuesday (November 4, 2025) launched the second phaseof the Special Intensive Revision (SIR) of electoral rolls in nine States and three Union Territories, covering around 51...",NATIONAL,https://www.thehindu.com/news/national/sir-20-all-about-enumeration-form-draft-roll-appeal-against-exclusion/article70243428.ece
Maneka Gandhi calls SC’s order on stray animals 'impractical',"Animal rights activist and former Union Minister Maneka Gandhi on Thursday (November 13, 2025) described theSupreme Court’s directive on removing stray animalsand lodging them at shelter homes as ""imp...",NATIONAL,https://www.thehindu.com/news/national/maneka-gandhi-calls-scs-order-on-stray-animals-impractical/article70274857.ece
Symbolic handover of 8 cheetahs to Droupadi Murmu at Botswana’s nature reserve,"President Droupadi Murmu on Thursday (November 13, 2025) was symbolically handed over eight cheetahs by her Botswana counterpart Duma Gideon Boko at a nature reserve near Gaborone on the last day of h...",NATIONAL,https://www.thehindu.com/news/national/symbolic-handover-of-8-cheetahs-to-droupadi-murmu-at-botswanas-nature-reserve/article70274688.ece
"Air India crash investigation aimed at finding cause, not apportioning blame, says Supreme Court","The Supreme Court on Thursday (November 13, 2025) clarified that the ongoing investigation by the Aircraft Accident Investigation Bureau (AAIB) into the Air India Flight 171 crash at the Ahmedabad air...",NATIONAL,https://www.thehindu.com/news/national/air-india-crash-ministry-of-civil-aviation-clarified-pilot-not-being-blamed-centre-tells-sc/article70274692.ece
SC adjourns hearing on Dubai firm's plea against award of Dharavi redevelopment project to Adani,"The Supreme Court on Thursday (November 13, 2025) adjourned to first week of December the hearing on a plea by UAE-based Seclink Technologies Corporation challenging the Maharashtra government's decis...",NATIONAL,https://www.thehindu.com/news/national/sc-adjourns-hearing-on-dubai-firms-plea-against-award-of-dharavi-redevelopment-project-to-adani/article70274505.ece
"Home Minister Amit Shah praises schemes worth ₹45,000 crore for exporters after Cabinet nod","Union Home Minister Amit Shah on Thursday (November 13, 2025) hailed the Union Cabinet's approval of two schemes worth ₹45,000 crore to help exporters, which were hit by high U.S. tariffs....",NATIONAL,https://www.thehindu.com/news/national/home-minister-amit-shah-praises-schemes-worth-45000-crore-for-exporters-after-cabinet-nod/article70274455.ece
"SC bans mining activities within one km radius of national parks, wildlife sanctuaries","The Supreme Court on Thursday (November 13, 2025) banned mining activities within an area of one km from national parks and wildlife sanctuaries, noting that such activities will be hazardous to the w...",NATIONAL,https://www.thehindu.com/news/national/sc-bans-mining-activities-within-one-km-radius-of-national-parks-wildlife-sanctuaries/article70274499.ece
Supreme Court finds T.N. challenge to Mekedatu reservoir project ‘premature’,"The Supreme Court on Thursday (November 13, 2025) termed Tamil Nadu’s application challenging theproposed construction of a reservoir by Karnataka at Mekedatuacross theinter-state river Cauvery as “pr...",NATIONAL,https://www.thehindu.com/news/national/supreme-court-finds-tn-challenge-to-mekedatu-reservoir-project-premature/article70274538.ece
Cabinet decisions on exports to improve competitiveness: PM Modi,"Prime Minister Narendra Modi on Thursday (November 13, 2025) said the decisions of the Union Cabinet regarding exports will improve global competitiveness and help realise the dream of self-reliance....",NATIONAL,https://www.thehindu.com/news/national/cabinet-decisions-on-exports-to-improve-competitiveness-pm-modi/article70274218.ece
"Delhi Red Fort blast: Nine more arrested in Assam for 'offensive' social media posts, tally rises to 15","Nine more people have been arrested in Assam for putting up ""offensive"" social media posts following the Delhi blast, taking the total number of apprehensions in this regard to 15, Chief Minister Hima...",NATIONAL,https://www.thehindu.com/news/national/delhi-red-fort-blast-nine-more-arrested-in-assam-for-offensive-social-media-posts-tally-rises-to-15/article70274130.ece
Can lawyers break client confidentiality? | Explained,"The story so far:On October 31, the Supreme Court affirmed the indispensable role of advocates in a constitutional democracy. A Bench comprising Chief Justice of India (CJI) B. R. Gavai, and Justices ...",NATIONAL,https://www.thehindu.com/news/national/can-lawyers-break-client-confidentiality-explained/article70272629.ece
Why does India’s road safety system keep failing? | Explained,"The story so far:On November 10, the Supreme Court took cognisance of two mass-casualty road crashes in Phalodi, Rajasthan (14 killed) and NH 163, Telangana (19 killed). More than 1.7 lakh lives were ...",NATIONAL,https://www.thehindu.com/news/national/why-does-indias-road-safety-system-keep-failing-explained/article70272638.ece
Ministry of External Affairs rolls out ‘upgraded version’ of Passport Seva Programme,"The Ministry of External Affairs has successfully rolled out the “upgraded version” of its Passport Seva Programme (PSP), the MEA said in a statement on Wednesday (November 12, 2025). The rollout incl...",NATIONAL,https://www.thehindu.com/news/national/ministry-of-external-affairs-rolls-out-upgraded-version-of-passport-seva-programme/article70272671.ece
Excess rains in Mumbai linked to 8% deaths in monsoon months,"Excess rains were responsible for around 8% of Mumbai’ deaths - an average 2,500– in the monsoon season from 2006-2015, a figure “comparable” to deaths from all causes of cancer, says an econometric a...",NATIONAL,https://www.thehindu.com/news/national/excess-rains-in-mumbai-linked-to-8-deaths-in-monsoon-months/article70271335.ece
"Driver, doctor accused in blast case visited Red Fort in January","Security officials investigating the November 10 car explosion near the Red Fort said on Wednesday (November 12, 2025) that one of the accused in the case, a doctor, and the driver of the explosives-l...",NATIONAL,https://www.thehindu.com/news/national/red-fort-blast-arrested-doctor-car-driver-visited-fort-in-january/article70272549.ece
CBI arrests two accused in Myanmar “cybercrime scam compounds” cases,The Central Bureau of Investigation (CBI) has arrested two accused persons related to two cases alleging illegal trafficking of Indian nationals to “cybercrime scam compounds” located in Myanmar....,NATIONAL,https://www.thehindu.com/news/national/cbi-arrests-two-accused-in-myanmar-cybercrime-scam-compounds-cases/article70271519.ece
Centre to amend and reform Plant Variety Act: Shivraj Singh Chouhan,"Union Agriculture Minister Shivraj Singh Chouhan has said the Plant Variety and Farmers’ Rights Protection Authority Act will be amended, incorporating suggestions from various stakeholders. Recently,...",NATIONAL,https://www.thehindu.com/news/national/centre-to-amend-and-reform-plant-variety-act-shivraj-singh-chouhan/article70272155.ece
